1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
103,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,,Pramipexole + L-dopa,DB00413+DB01235,DB00413 + DB01235,7595e126d2990dac6112bbf564594e94ac729fdf3635748cc9c255c7e0df00ae,,,,,"DB00413,DB01235","DB00413,DB01235",,,,,,,,,High prolactin level,HP:0000870,,https://www.ncbi.nlm.nih.gov/pubmed/19704083,"""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,,,
104,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,,Pramipexole + L-dopa,DB00413+DB01235,DB00413 + DB01235,7595e126d2990dac6112bbf564594e94ac729fdf3635748cc9c255c7e0df00ae,,,,,"DB00413,DB01235","DB00413,DB01235",,,,,,,,,Behavioural Disability,HP:0000708,,https://www.ncbi.nlm.nih.gov/pubmed/19704083,"""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,,,
105,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,,Pramipexole + L-dopa,DB00413+DB01235,DB00413 + DB01235,7595e126d2990dac6112bbf564594e94ac729fdf3635748cc9c255c7e0df00ae,,,,,"DB00413,DB01235","DB00413,DB01235",,,,,,,,,Abnormal Unified Parkinson's Disease Rating Scale (UPDRS )score(Abnormality of neurotransmitter metabolism)*,NA,,https://www.ncbi.nlm.nih.gov/pubmed/19704083,"""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,,,
106,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,"It's an investigational therapy where Positive results from using a selective monoamine oxidase (MAO) B inhibitor or non-ergot dopamine agonist pramipexole as an adjunct therapy have been described in the medical literature. This use of such an inhibitor can allow for lower doses of neurotransmitter precursor to be used. However, the long-term safety (e.g. effects on neonatal brain development) and effectiveness of this therapy is unknown and more research is required to determine what role, if any, selective monoamine oxidase B inhibitors play in the treatment of individuals with tetrahydrobiopterin deficiency. https://rarediseases.org/rare-diseases/tetrahydrobiopterin-deficiency/. https://www.researchgate.net/publication/233414693_Deprenyl_in_6-Pyruvoyl_Tetrahydropterin_Synthase_Deficiency. https://www.degruyter.com/downloadpdf/j/pteridines.1995.6.issue-3/pteridines.1995.6.3.144/pteridines.1995.6.3.144.pdf",Selective monoamine oxidase (MAO) B inhibitor,DB01247,DB01247,f9b43a00b76b73233eb21ecbe37b0b4ea50b8b79310d1c2d90628c6f5473068a,DB01247,DB01247,,,,,,,ECO:0000352,ECO:0000352,,,functional complementation of a genetically defective protein,B,Low dopamine level,HP:0012656,,"https://www.degruyter.com/downloadpdf/j/pteridines.1995.6.issue-3/pteridines.1995.6.3.144/pteridines.1995.6.3.144.pdf,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=Deprenyl+in+6-Pyruvoyl+Tetrahydropterin+Synthase+Deficiency&btnG=,https://rarediseases.org/rare-diseases/tetrahydrobiopterin-deficiency/","""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,,,
107,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,,Retrovirus-mediated gene transfer of 6-pyruvoyl-tetrahydropterin synthase,NA,NA,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,NA,,,NA,,,,,ECO:0001565,ECO:0001565,,,direct complementation of a genetically defective protein by gene therapy,A,Low tetrahydrobiopterin level,HP:0040210,,https://www.ncbi.nlm.nih.gov/pubmed/8864759,"""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,1,,
108,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,,Retrovirus-mediated gene transfer of 6-pyruvoyl-tetrahydropterin synthase,NA,NA,20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53,NA,,,NA,,,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/8864759,"""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,1,,
109,261640,,Number Sign,261640,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTS DEFICIENCY;; 6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE DEFICIENCY;; PTS DEFICIENCY","HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED",6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,PTPS,6-pyruvoyl-tetrahydropterin synthase,70f65c228e2af993ebe6f1cad2e303645e11ec96046ca87f6e4cb02d78bd2bac,4.2.3.12,4.2.3.12,,,,Folinic acid,DB03256,DB03256,5b369f795c2a3fc8642011ec55ddb3ad8ed440324021c98b9058def8fc45af9f,DB03256,DB03256,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Abnormal serum folate,HP:0040087,,,"""""","""""",4,"""""","""""","""""",,,,,,,,,,,,,,,
110,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4,DB00360,DB00360,6917a883338d2ff6cd576fed5a92d86333d2b6d8b9ad944da82718ae636efcee,DB00360,DB00360,,,,,,,,,,,metabolite replacement,B,Elevated Phe level in blood,HP:0004923,,"https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/8433887/",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
111,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4,DB00360,DB00360,6917a883338d2ff6cd576fed5a92d86333d2b6d8b9ad944da82718ae636efcee,DB00360,DB00360,,,,,,,,,,,,,Neurological abnormality,HP:0000707,,"https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/8433887/",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
112,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa+5-hydroxytryptophan,DB00360+DB01235+DB02959,DB00360 + DB01235 + DB02959,042db1ac0f7eb035c3d2d6db45b6b76e355d0cefb577ead3c46acbe96e6b8db2,,,,,"DB00360,DB01235,DB02959","DB00360,DB01235,DB02959",,,ECO:0000352,ECO:0000352,,,combination therapeutic procedure+metabolite replacement+metabolite replacement+metabolite replacement,B+B+B,Elevated blood phenylalanine concentration,HP:0004923,,"https://www.ncbi.nlm.nih.gov/pubmed/12003346,https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/23138986",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
113,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa+5-hydroxytryptophan,DB00360+DB01235+DB02959,DB00360 + DB01235 + DB02959,042db1ac0f7eb035c3d2d6db45b6b76e355d0cefb577ead3c46acbe96e6b8db2,,,,,"DB00360,DB01235,DB02959","DB00360,DB01235,DB02959",,,,,,,,,Abnormality of neurotransmitter metabolism,HP:0012535,,"https://www.ncbi.nlm.nih.gov/pubmed/12003346,https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/23138986",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
114,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa+5-hydroxytryptophan,DB00360+DB01235+DB02959,DB00360 + DB01235 + DB02959,042db1ac0f7eb035c3d2d6db45b6b76e355d0cefb577ead3c46acbe96e6b8db2,,,,,"DB00360,DB01235,DB02959","DB00360,DB01235,DB02959",,,,,,,,,Neurological abnormality,HP:0000707,,"https://www.ncbi.nlm.nih.gov/pubmed/12003346,https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/23138986",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
115,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa/carbidopa+5-hydroxytryptophan+Folinic acid,DB00360+DB01235+DB02959+DB03256,DB00360 + DB01235 + DB02959 + DB03256,19db2fce0e879d3ee2f4f7d58588f280ddd7cfc17d9c0d4fbb52645399aa8f57,,,,,"DB00360,DB01235,DB02959,DB03256","DB00360,DB01235,DB02959,DB03256",,,ECO:0000352,ECO:0000352,,,combination therapeutic procedure+metabolite replacement+metabolite replacement+metabolite replacement+functional complementation of a genetically defective protein,B+B+B+B,Developmental delay,HP:0001263,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3755580/,5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
116,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa/carbidopa+5-hydroxytryptophan+Folinic acid,DB00360+DB01235+DB02959+DB03256,DB00360 + DB01235 + DB02959 + DB03256,19db2fce0e879d3ee2f4f7d58588f280ddd7cfc17d9c0d4fbb52645399aa8f57,,,,,"DB00360,DB01235,DB02959,DB03256","DB00360,DB01235,DB02959,DB03256",,,,,,,,,Delayed receptive language,HP:0010863,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3755580/,5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
117,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa/carbidopa+5-hydroxytryptophan+Folinic acid,DB00360+DB01235+DB02959+DB03256,DB00360 + DB01235 + DB02959 + DB03256,19db2fce0e879d3ee2f4f7d58588f280ddd7cfc17d9c0d4fbb52645399aa8f57,,,,,"DB00360,DB01235,DB02959,DB03256","DB00360,DB01235,DB02959,DB03256",,,,,,,,,Neurological impairment,HP:0000707,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3755580/,5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
118,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,BH4+L-dopa/carbidopa+5-hydroxytryptophan+Folinic acid,DB00360+DB01235+DB02959+DB03256,DB00360 + DB01235 + DB02959 + DB03256,19db2fce0e879d3ee2f4f7d58588f280ddd7cfc17d9c0d4fbb52645399aa8f57,,,,,"DB00360,DB01235,DB02959,DB03256","DB00360,DB01235,DB02959,DB03256",,,,,,,,,Hyperphenylalaninemia,HP:0004923,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3755580/,5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
119,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,Folinic acid,DB03256,DB03256,5b369f795c2a3fc8642011ec55ddb3ad8ed440324021c98b9058def8fc45af9f,DB03256,DB03256,,,,,,,ECO:0000352,ECO:0000352,,,compensatory complementation of a genetically defective protein,B,Progressive basal ganglia calcification,HP:0002135,,"https://www.ncbi.nlm.nih.gov/pubmed/2785251,https://www.ncbi.nlm.nih.gov/pubmed/12003346",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
120,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,Folinic acid,DB03256,DB03256,5b369f795c2a3fc8642011ec55ddb3ad8ed440324021c98b9058def8fc45af9f,DB03256,DB03256,,,,,,,,,,,,,Subcortical calcification,HP:0007346,,"https://www.ncbi.nlm.nih.gov/pubmed/2785251,https://www.ncbi.nlm.nih.gov/pubmed/12003346",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
121,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,Folinic acid,DB03256,DB03256,5b369f795c2a3fc8642011ec55ddb3ad8ed440324021c98b9058def8fc45af9f,DB03256,DB03256,,,,,,,,,,,,,Seizure,HP:0001250,,"https://www.ncbi.nlm.nih.gov/pubmed/2785251,https://www.ncbi.nlm.nih.gov/pubmed/12003346",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
122,261630,261630,Number Sign,261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C","HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO DHPR DEFICIENCY;; DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; DHPR DEFICIENCY;; QUINOID DIHYDROPTERIDINE REDUCTASE DEFICIENCY;; QDPR DEFICIENCY",,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,QDPR,Dihydropteridine reductase,4cc97ee49232084a27d86693a0a3b481e0302f5b4017b9dc47519070e8fd8d01,1.5.1.34,1.5.1.34,,,,Folinic acid,DB03256,DB03256,5b369f795c2a3fc8642011ec55ddb3ad8ed440324021c98b9058def8fc45af9f,DB03256,DB03256,,,,,,,,,,,,,,,,"https://www.ncbi.nlm.nih.gov/pubmed/2785251,https://www.ncbi.nlm.nih.gov/pubmed/12003346",5860,QDPR,5,P09417,K00357,1.5.1.34,,,,,,,,,,,,,,,
123,200100,,Number Sign,200100,ABETALIPOPROTEINEMIA; ABL,ACANTHOCYTOSIS;; BASSEN-KORNZWEIG SYNDROME;; MICROSOMAL TRIGLYCERIDE TRANSFER PROTEIN DEFICIENCY;; MTP DEFICIENCY,,Abetalipoproteinemia,"The mainstays of treatment include adherence to a low-fat diet, and supplementation with essential fatty acids and high oral doses of fat soluble vitamins. https://www.ncbi.nlm.nih.gov/pubmed/24288038",MTTP,MTTP,microsomal triglyceride transfer protein,06d7b68bc01e7ffdedc58b069fc70ecd54a7a0b2b0855732f83bb14c6aa04111,P55157,,P55157,,,Vitamin E therapy,DB00163,DB00163,9fe753da7d63584900e76f4106bdd13cf4275a62b3337235d0b55e231a1a725a,DB00163,DB00163,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Nervous system abnormalities,HP:0002011,,"https://www.ncbi.nlm.nih.gov/pubmed/30358967,https://www.ncbi.nlm.nih.gov/pubmed/26086616,https://www.ncbi.nlm.nih.gov/pubmed/25488886,https://www.ncbi.nlm.nih.gov/pubmed/24288038",4547,MTTP,371,P55157,K14463,"""""",,,,,,,,,,,,,,,
124,200100,,Number Sign,200100,ABETALIPOPROTEINEMIA; ABL,ACANTHOCYTOSIS;; BASSEN-KORNZWEIG SYNDROME;; MICROSOMAL TRIGLYCERIDE TRANSFER PROTEIN DEFICIENCY;; MTP DEFICIENCY,,Abetalipoproteinemia,,MTTP,MTTP,microsomal triglyceride transfer protein,06d7b68bc01e7ffdedc58b069fc70ecd54a7a0b2b0855732f83bb14c6aa04111,P55157,,P55157,,,Vitamin E therapy,DB00163,DB00163,9fe753da7d63584900e76f4106bdd13cf4275a62b3337235d0b55e231a1a725a,DB00163,DB00163,,,,,,,,,,,,,Neurologic dysfunction,HP:0000707,,"https://www.ncbi.nlm.nih.gov/pubmed/30358967,https://www.ncbi.nlm.nih.gov/pubmed/26086616,https://www.ncbi.nlm.nih.gov/pubmed/25488886,https://www.ncbi.nlm.nih.gov/pubmed/24288038",4547,MTTP,371,P55157,K14463,"""""",,,,,,,,,,,,,,,
125,200100,,Number Sign,200100,ABETALIPOPROTEINEMIA; ABL,ACANTHOCYTOSIS;; BASSEN-KORNZWEIG SYNDROME;; MICROSOMAL TRIGLYCERIDE TRANSFER PROTEIN DEFICIENCY;; MTP DEFICIENCY,,Abetalipoproteinemia,,MTTP,MTTP,microsomal triglyceride transfer protein,06d7b68bc01e7ffdedc58b069fc70ecd54a7a0b2b0855732f83bb14c6aa04111,P55157,,P55157,,,Vitamin E therapy,DB00163,DB00163,9fe753da7d63584900e76f4106bdd13cf4275a62b3337235d0b55e231a1a725a,DB00163,DB00163,,,,,,,,,,,,,Retinopathy,HP:0000488,,"https://www.ncbi.nlm.nih.gov/pubmed/3954973/,https://www.ncbi.nlm.nih.gov/pubmed/26086616,https://www.ncbi.nlm.nih.gov/pubmed/25488886,https://www.ncbi.nlm.nih.gov/pubmed/24288038",4547,MTTP,371,P55157,K14463,"""""",,,,,,,,,,,,,,,
